"guide","dataset","product","table","variable","description","metadata_source","source_type","observed_in_generated_register"
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","OCSKP","Occupation skill level","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","PHNP","Primary health networks (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","POAP","Postal areas (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","POWAUST","Australia (pow)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","POWDZN","Destination zone (pow)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","POWGCCSA","Greater capital city statistical area (pow)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","POWLGA","Local government areas (2021 boundaries) (pow)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","POWLGAP22","Local government areas (2022 boundaries) (pow)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","POWMB","Meshblock (pow)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","POWSA2","Sa2 (pow)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","POWSA3","Sa3 (pow)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","POWSA4","Sa4 (pow)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","POWSTE","State (pow)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","PUR1P","Place of usual residence one year ago","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","PUR5P","Place of usual residence five years ago","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","QALFP","Non-school qualification: field of study","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","QALLP","Non-school qualification: level of education","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","RANP","Remoteness areas (national) (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","RAP","Remoteness areas (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","RELP","Religious affiliation","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","RLCP","Relationship as reported for couples","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","RLGP","Relationship in household (including grandchildren)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","RLHP","Relationship in household","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","RLNP","Residential status in a non-private dwelling","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","RPIP","Family/household reference person indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SA1UCP","Sa1 (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SA2UCP","Sa2 (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SA3UCP","Sa3 (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SA4UCP","Sa4 (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SALP","Suburbs and localities (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SEDP","State electoral divisions (2021 boundaries) (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SEDP22","State electoral divisions (2022 boundaries) (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SEXP","Sex","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SIEMP","Status in employment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SLPP","Sex of lone parent","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SOSP","Section of state (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SOSRP","Section of state range (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SPIP","Spouse/partner indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","STEU1P","State (usual residence 1 year ago)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","STEU5P","State (usual residence 5 years ago)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","STEUCP","State (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","STUP","Full-time/part-time student status","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SUAP","Significant urban areas (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SVFP","Level of workplace participation survey comparison flag","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","SYNTHETIC_AEUID","Synthetic id","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","TISP","Number of children ever born","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","TISRP","Number of children ever born (ranges)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","TRP","Tourism regions (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","TYPP","Type of educational institution attending","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","TYSTAP","Educational institution: attendee status","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","UAI1P","Usual address one year ago indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","UAI5P","Usual address five years ago indicator","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","UAICP","Usual address indicator census night","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","UCLP","Urban centres and localities (ur)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","UEFP","Unemployment flag","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","UNCAREP","Unpaid assistance to a person with a disability  health condition  or due to old age","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","VOLWP","Voluntary work for an organisation or group","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","WTNSQP","People with or working towards a non-school qualification","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","YARP","Year of arrival in australia","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","YARRP","Year of arrival in australia (ranges)","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","YR12C2P","Attainment of year 12 or certificate ii or higher","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"census","CENSUS","madipge-cen21-d-person-2021","census_2021_person","YR12C3P","Attainment of year 12 or certificate iii or higher","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c11-06-latest","combined_demogs_ind_2011_v7","EVER_ABORIGINAL_PERSON","Flag that indicates if the individual has ever identified being of Aboriginal descent","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c11-06-latest","combined_demogs_ind_2011_v7","EVER_INDIGENOUS_PERSON","Flag that indicates if the individual has ever identified being of Aboriginal and/or Torres Strait Islander descent","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c11-06-latest","combined_demogs_ind_2011_v7","EVER_TSI_PERSON","Flag that indicates if the individual has ever identified being of Torres Strait Islander descent","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c11-06-latest","combined_demogs_ind_2011_v7","SPINE_ID","Id of person on the MADIP Spine","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c11-06-latest","combined_indg_stats_2011_v8","EVER_ABORIGINAL_PERSON","Person identified as Aboriginal in any source dataset","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c11-06-latest","combined_indg_stats_2011_v8","EVER_INDIGENOUS_PERSON","Person identified as Indigenous in any source dataset","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c11-06-latest","combined_indg_stats_2011_v8","EVER_TSI_PERSON","Person identified as Torres Strait Islander in any source dataset","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c11-06-latest","combined_indg_stats_2011_v8","SPINE_ID","PLIDA Spine entity ID","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c16-06-latest","combined_demogs_ind_2016_v7","EVER_ABORIGINAL_PERSON","Flag that indicates if the individual has ever identified being of Aboriginal descent","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c16-06-latest","combined_demogs_ind_2016_v7","EVER_INDIGENOUS_PERSON","Flag that indicates if the individual has ever identified being of Aboriginal and/or Torres Strait Islander descent","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c16-06-latest","combined_demogs_ind_2016_v7","EVER_TSI_PERSON","Flag that indicates if the individual has ever identified being of Torres Strait Islander descent","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c16-06-latest","combined_demogs_ind_2016_v7","SPINE_ID","Id of person on the MADIP Spine","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c16-06-latest","combined_indg_stats_2016_v8","EVER_ABORIGINAL_PERSON","Person identified as Aboriginal in any source dataset","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c16-06-latest","combined_indg_stats_2016_v8","EVER_INDIGENOUS_PERSON","Person identified as Indigenous in any source dataset","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c16-06-latest","combined_indg_stats_2016_v8","EVER_TSI_PERSON","Person identified as Torres Strait Islander in any source dataset","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c16-06-latest","combined_indg_stats_2016_v8","SPINE_ID","PLIDA Spine entity ID","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c21-06-latest","combined_demogs_ind_2021_v7","EVER_ABORIGINAL_PERSON","Flag that indicates if the individual has ever identified being of Aboriginal descent","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c21-06-latest","combined_demogs_ind_2021_v7","EVER_INDIGENOUS_PERSON","Flag that indicates if the individual has ever identified being of Aboriginal and/or Torres Strait Islander descent","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"core-combined","COMBINED","madipge-comb-d-demog-ind-c21-06-latest","combined_demogs_ind_2021_v7","EVER_TSI_PERSON","Flag that indicates if the individual has ever identified being of Torres Strait Islander descent","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
